year,month,region,temp
1881,1,Brandenburg/Berlin,-5.54
1881,1,Brandenburg,-5.56
1881,1,Baden-Wuerttemberg,-4.89
1881,1,Bayern,-6.51
1881,1,Hessen,-5.68
1881,1,Mecklenburg-Vorpommern,-5.07
1881,1,Niedersachsen,-4.55
1881,1,Niedersachsen/Hamburg/Bremen,-4.55
1881,1,Nordrhein-Westfalen,-4.21
1881,1,Rheinland-Pfalz,-4.49
1881,1,Schleswig-Holstein,-4.06
1881,1,Saarland,-4.1499999999999995
1881,1,Sachsen,-6.22
1881,1,Sachsen-Anhalt,-5.89
1881,1,Thueringen/Sachsen-Anhalt,-6.28
1881,1,Thueringen,-6.76
1881,1,Deutschland,-5.359999999999999
1882,1,Brandenburg/Berlin,1.43
1882,1,Brandenburg,1.42
1882,1,Baden-Wuerttemberg,-0.65
1882,1,Bayern,-1.33
1882,1,Hessen,-0.3
1882,1,Mecklenburg-Vorpommern,1.59
1882,1,Niedersachsen,1.73
1882,1,Niedersachsen/Hamburg/Bremen,1.73
1882,1,Nordrhein-Westfalen,1.26
1882,1,Rheinland-Pfalz,-0.17
1882,1,Schleswig-Holstein,2.11
1882,1,Saarland,-0.04
1882,1,Sachsen,0.63
1882,1,Sachsen-Anhalt,1.1800000000000002
1882,1,Thueringen/Sachsen-Anhalt,0.6
1882,1,Thueringen,-0.12000000000000001
1882,1,Deutschland,0.41000000000000003
1883,1,Brandenburg/Berlin,-0.41000000000000003
1883,1,Brandenburg,-0.42000000000000004
1883,1,Baden-Wuerttemberg,-0.09
1883,1,Bayern,-1.49
1883,1,Hessen,0.04
1883,1,Mecklenburg-Vorpommern,-0.69
1883,1,Niedersachsen,0.32999999999999996
1883,1,Niedersachsen/Hamburg/Bremen,0.32
1883,1,Nordrhein-Westfalen,1.27
1883,1,Rheinland-Pfalz,0.49
1883,1,Schleswig-Holstein,-0.12000000000000001
1883,1,Saarland,0.55
1883,1,Sachsen,-1.2
1883,1,Sachsen-Anhalt,-0.39
1883,1,Thueringen/Sachsen-Anhalt,-0.69
1883,1,Thueringen,-1.07
1883,1,Deutschland,-0.32
1884,1,Brandenburg/Berlin,3.3499999999999996
1884,1,Brandenburg,3.34
1884,1,Baden-Wuerttemberg,2.34
1884,1,Bayern,1.22
1884,1,Hessen,2.9699999999999998
1884,1,Mecklenburg-Vorpommern,3.16
1884,1,Niedersachsen,3.9899999999999998
1884,1,Niedersachsen/Hamburg/Bremen,3.9899999999999998
1884,1,Nordrhein-Westfalen,4.17
1884,1,Rheinland-Pfalz,3.24
1884,1,Schleswig-Holstein,3.56
1884,1,Saarland,3.24
1884,1,Sachsen,2.3899999999999997
1884,1,Sachsen-Anhalt,3.32
1884,1,Thueringen/Sachsen-Anhalt,2.9299999999999997
1884,1,Thueringen,2.4299999999999997
1884,1,Deutschland,2.86
1885,1,Brandenburg/Berlin,-2.15
1885,1,Brandenburg,-2.16
1885,1,Baden-Wuerttemberg,-3.88
1885,1,Bayern,-4.91
1885,1,Hessen,-2.66
1885,1,Mecklenburg-Vorpommern,-1.71
1885,1,Niedersachsen,-1.44
1885,1,Niedersachsen/Hamburg/Bremen,-1.44
1885,1,Nordrhein-Westfalen,-1.1400000000000001
1885,1,Rheinland-Pfalz,-2.01
1885,1,Schleswig-Holstein,-1.09
1885,1,Saarland,-2
1885,1,Sachsen,-2.8699999999999997
1885,1,Sachsen-Anhalt,-2.86
1885,1,Thueringen/Sachsen-Anhalt,-3.36
1885,1,Thueringen,-3.98
1885,1,Deutschland,-2.79
1886,1,Brandenburg/Berlin,-0.96
1886,1,Brandenburg,-0.96
1886,1,Baden-Wuerttemberg,-1.44
1886,1,Bayern,-2.9499999999999997
1886,1,Hessen,-1.01
1886,1,Mecklenburg-Vorpommern,-0.97
1886,1,Niedersachsen,-0.41000000000000003
1886,1,Niedersachsen/Hamburg/Bremen,-0.41000000000000003
1886,1,Nordrhein-Westfalen,0.19
1886,1,Rheinland-Pfalz,-0.33999999999999997
1886,1,Schleswig-Holstein,-0.5
1886,1,Saarland,-0.22
1886,1,Sachsen,-1.59
1886,1,Sachsen-Anhalt,-1.11
1886,1,Thueringen/Sachsen-Anhalt,-1.51
1886,1,Thueringen,-2.01
1886,1,Deutschland,-1.25
1887,1,Brandenburg/Berlin,-3.13
1887,1,Brandenburg,-3.14
1887,1,Baden-Wuerttemberg,-4.42
1887,1,Bayern,-5.9
1887,1,Hessen,-4.34
1887,1,Mecklenburg-Vorpommern,-2.74
1887,1,Niedersachsen,-2.27
1887,1,Niedersachsen/Hamburg/Bremen,-2.2600000000000002
1887,1,Nordrhein-Westfalen,-1.79
1887,1,Rheinland-Pfalz,-3.2600000000000002
1887,1,Schleswig-Holstein,-2.12
1887,1,Saarland,-2.9
1887,1,Sachsen,-3.8099999999999996
1887,1,Sachsen-Anhalt,-3.51
1887,1,Thueringen/Sachsen-Anhalt,-4.2700000000000005
1887,1,Thueringen,-5.23
1887,1,Deutschland,-3.72
1888,1,Brandenburg/Berlin,-1.1800000000000002
1888,1,Brandenburg,-1.1900000000000002
1888,1,Baden-Wuerttemberg,-2.96
1888,1,Bayern,-4.01
1888,1,Hessen,-2.09
1888,1,Mecklenburg-Vorpommern,-1.1300000000000001
1888,1,Niedersachsen,-0.51
1888,1,Niedersachsen/Hamburg/Bremen,-0.51
1888,1,Nordrhein-Westfalen,-0.6699999999999999
1888,1,Rheinland-Pfalz,-2.01
1888,1,Schleswig-Holstein,-0.45
1888,1,Saarland,-1.8
1888,1,Sachsen,-2.08
1888,1,Sachsen-Anhalt,-0.93
1888,1,Thueringen/Sachsen-Anhalt,-1.52
1888,1,Thueringen,-2.27
1888,1,Deutschland,-1.93
1889,1,Brandenburg/Berlin,-2.96
1889,1,Brandenburg,-2.9699999999999998
1889,1,Baden-Wuerttemberg,-2.4699999999999998
1889,1,Bayern,-3.55
1889,1,Hessen,-2.14
1889,1,Mecklenburg-Vorpommern,-2.94
1889,1,Niedersachsen,-1.6
1889,1,Niedersachsen/Hamburg/Bremen,-1.6
1889,1,Nordrhein-Westfalen,-0.7799999999999999
1889,1,Rheinland-Pfalz,-1.76
1889,1,Schleswig-Holstein,-1.4
1889,1,Saarland,-1.53
1889,1,Sachsen,-3.08
1889,1,Sachsen-Anhalt,-2.58
1889,1,Thueringen/Sachsen-Anhalt,-2.79
1889,1,Thueringen,-3.05
1889,1,Deutschland,-2.4299999999999997
1890,1,Brandenburg/Berlin,2.14
1890,1,Brandenburg,2.13
1890,1,Baden-Wuerttemberg,1.78
1890,1,Bayern,0.75
1890,1,Hessen,2.03
1890,1,Mecklenburg-Vorpommern,1.9
1890,1,Niedersachsen,3.05
1890,1,Niedersachsen/Hamburg/Bremen,3.04
1890,1,Nordrhein-Westfalen,3.36
1890,1,Rheinland-Pfalz,2.38
1890,1,Schleswig-Holstein,2.58
1890,1,Saarland,2.74
1890,1,Sachsen,1.6600000000000001
1890,1,Sachsen-Anhalt,2.42
1890,1,Thueringen/Sachsen-Anhalt,2.03
1890,1,Thueringen,1.52
1890,1,Deutschland,2.04
1891,1,Brandenburg/Berlin,-3.9699999999999998
1891,1,Brandenburg,-3.9899999999999998
1891,1,Baden-Wuerttemberg,-5.34
1891,1,Bayern,-6.53
1891,1,Hessen,-4.51
1891,1,Mecklenburg-Vorpommern,-4.02
1891,1,Niedersachsen,-3.3699999999999997
1891,1,Niedersachsen/Hamburg/Bremen,-3.3699999999999997
1891,1,Nordrhein-Westfalen,-3.04
1891,1,Rheinland-Pfalz,-4.23
1891,1,Schleswig-Holstein,-3.4499999999999997
1891,1,Saarland,-3.8499999999999996
1891,1,Sachsen,-4.4
1891,1,Sachsen-Anhalt,-3.96
1891,1,Thueringen/Sachsen-Anhalt,-4.4
1891,1,Thueringen,-4.96
1891,1,Deutschland,-4.54
1892,1,Brandenburg/Berlin,-2.09
1892,1,Brandenburg,-2.1
1892,1,Baden-Wuerttemberg,-1.85
1892,1,Bayern,-2.56
1892,1,Hessen,-1.54
1892,1,Mecklenburg-Vorpommern,-2.79
1892,1,Niedersachsen,-1.27
1892,1,Niedersachsen/Hamburg/Bremen,-1.28
1892,1,Nordrhein-Westfalen,-0.11
1892,1,Rheinland-Pfalz,-1.03
1892,1,Schleswig-Holstein,-1.6900000000000002
1892,1,Saarland,-0.88
1892,1,Sachsen,-1.9
1892,1,Sachsen-Anhalt,-1.6300000000000001
1892,1,Thueringen/Sachsen-Anhalt,-1.8900000000000001
1892,1,Thueringen,-2.22
1892,1,Deutschland,-1.76
1893,1,Brandenburg/Berlin,-8.26
1893,1,Brandenburg,-8.27
1893,1,Baden-Wuerttemberg,-7.07
1893,1,Bayern,-9.350000000000001
1893,1,Hessen,-7.17
1893,1,Mecklenburg-Vorpommern,-8.17
1893,1,Niedersachsen,-5.58
1893,1,Niedersachsen/Hamburg/Bremen,-5.58
1893,1,Nordrhein-Westfalen,-4.659999999999999
1893,1,Rheinland-Pfalz,-6
1893,1,Schleswig-Holstein,-5.84
1893,1,Saarland,-5.37
1893,1,Sachsen,-7.79
1893,1,Sachsen-Anhalt,-7.41
1893,1,Thueringen/Sachsen-Anhalt,-7.819999999999999
1893,1,Thueringen,-8.32
1893,1,Deutschland,-7.26
1894,1,Brandenburg/Berlin,-1.48
1894,1,Brandenburg,-1.49
1894,1,Baden-Wuerttemberg,-2.07
1894,1,Bayern,-4.13
1894,1,Hessen,-1.92
1894,1,Mecklenburg-Vorpommern,-1.58
1894,1,Niedersachsen,-0.39
1894,1,Niedersachsen/Hamburg/Bremen,-0.39
1894,1,Nordrhein-Westfalen,0.09
1894,1,Rheinland-Pfalz,-1.43
1894,1,Schleswig-Holstein,-0.51
1894,1,Saarland,-1.22
1894,1,Sachsen,-2.06
1894,1,Sachsen-Anhalt,-1.48
1894,1,Thueringen/Sachsen-Anhalt,-1.95
1894,1,Thueringen,-2.55
1894,1,Deutschland,-1.83
1895,1,Brandenburg/Berlin,-3.32
1895,1,Brandenburg,-3.3299999999999996
1895,1,Baden-Wuerttemberg,-5.22
1895,1,Bayern,-5.95
1895,1,Hessen,-4.23
1895,1,Mecklenburg-Vorpommern,-2.79
1895,1,Niedersachsen,-2.84
1895,1,Niedersachsen/Hamburg/Bremen,-2.8299999999999996
1895,1,Nordrhein-Westfalen,-2.72
1895,1,Rheinland-Pfalz,-3.92
1895,1,Schleswig-Holstein,-2.3499999999999996
1895,1,Saarland,-3.67
1895,1,Sachsen,-4.109999999999999
1895,1,Sachsen-Anhalt,-3.4299999999999997
1895,1,Thueringen/Sachsen-Anhalt,-4.02
1895,1,Thueringen,-4.7700000000000005
1895,1,Deutschland,-4.03
1896,1,Brandenburg/Berlin,-0.52
1896,1,Brandenburg,-0.53
1896,1,Baden-Wuerttemberg,-1.52
1896,1,Bayern,-2.9099999999999997
1896,1,Hessen,-0.65
1896,1,Mecklenburg-Vorpommern,0.11
1896,1,Niedersachsen,0.8200000000000001
1896,1,Niedersachsen/Hamburg/Bremen,0.8200000000000001
1896,1,Nordrhein-Westfalen,0.8
1896,1,Rheinland-Pfalz,-0.37
1896,1,Schleswig-Holstein,0.96
1896,1,Saarland,-0.19
1896,1,Sachsen,-1.61
1896,1,Sachsen-Anhalt,-0.19
1896,1,Thueringen/Sachsen-Anhalt,-0.8200000000000001
1896,1,Thueringen,-1.62
1896,1,Deutschland,-0.76
1897,1,Brandenburg/Berlin,-3.4299999999999997
1897,1,Brandenburg,-3.44
1897,1,Baden-Wuerttemberg,-2.25
1897,1,Bayern,-3.27
1897,1,Hessen,-2.69
1897,1,Mecklenburg-Vorpommern,-3.25
1897,1,Niedersachsen,-2.9299999999999997
1897,1,Niedersachsen/Hamburg/Bremen,-2.9299999999999997
1897,1,Nordrhein-Westfalen,-1.76
1897,1,Rheinland-Pfalz,-2.06
1897,1,Schleswig-Holstein,-2.86
1897,1,Saarland,-1.74
1897,1,Sachsen,-2.9499999999999997
1897,1,Sachsen-Anhalt,-3.23
1897,1,Thueringen/Sachsen-Anhalt,-3.4
1897,1,Thueringen,-3.61
1897,1,Deutschland,-2.8499999999999996
1898,1,Brandenburg/Berlin,2.62
1898,1,Brandenburg,2.61
1898,1,Baden-Wuerttemberg,1.6600000000000001
1898,1,Bayern,0.31
1898,1,Hessen,1.77
1898,1,Mecklenburg-Vorpommern,3.05
1898,1,Niedersachsen,3.9499999999999997
1898,1,Niedersachsen/Hamburg/Bremen,3.96
1898,1,Nordrhein-Westfalen,3.8
1898,1,Rheinland-Pfalz,1.77
1898,1,Schleswig-Holstein,3.94
1898,1,Saarland,2.1
1898,1,Sachsen,2.08
1898,1,Sachsen-Anhalt,2.9299999999999997
1898,1,Thueringen/Sachsen-Anhalt,2.38
1898,1,Thueringen,1.6800000000000002
1898,1,Deutschland,2.29
1899,1,Brandenburg/Berlin,2.29
1899,1,Brandenburg,2.2800000000000002
1899,1,Baden-Wuerttemberg,2.25
1899,1,Bayern,0.64
1899,1,Hessen,2.22
1899,1,Mecklenburg-Vorpommern,2.16
1899,1,Niedersachsen,2.9099999999999997
1899,1,Niedersachsen/Hamburg/Bremen,2.92
1899,1,Nordrhein-Westfalen,3.32
1899,1,Rheinland-Pfalz,2.68
1899,1,Schleswig-Holstein,2.88
1899,1,Saarland,3.06
1899,1,Sachsen,1.87
1899,1,Sachsen-Anhalt,2.4299999999999997
1899,1,Thueringen/Sachsen-Anhalt,1.95
1899,1,Thueringen,1.34
1899,1,Deutschland,2.13
1900,1,Brandenburg/Berlin,0.26
1900,1,Brandenburg,0.26
1900,1,Baden-Wuerttemberg,1.1500000000000001
1900,1,Bayern,-0.55
1900,1,Hessen,1.27
1900,1,Mecklenburg-Vorpommern,-0.32
1900,1,Niedersachsen,1.41
1900,1,Niedersachsen/Hamburg/Bremen,1.41
1900,1,Nordrhein-Westfalen,2.18
1900,1,Rheinland-Pfalz,1.85
1900,1,Schleswig-Holstein,0.52
1900,1,Saarland,2.19
1900,1,Sachsen,0.4
1900,1,Sachsen-Anhalt,0.9
1900,1,Thueringen/Sachsen-Anhalt,0.6699999999999999
1900,1,Thueringen,0.38
1900,1,Deutschland,0.71
1901,1,Brandenburg/Berlin,-4.02
1901,1,Brandenburg,-4.03
1901,1,Baden-Wuerttemberg,-2.67
1901,1,Bayern,-4.96
1901,1,Hessen,-4.06
1901,1,Mecklenburg-Vorpommern,-3.9099999999999997
1901,1,Niedersachsen,-3.32
1901,1,Niedersachsen/Hamburg/Bremen,-3.3099999999999996
1901,1,Nordrhein-Westfalen,-1.73
1901,1,Rheinland-Pfalz,-2.4299999999999997
1901,1,Schleswig-Holstein,-2.94
1901,1,Saarland,-1.86
1901,1,Sachsen,-4.41
1901,1,Sachsen-Anhalt,-4.34
1901,1,Thueringen/Sachsen-Anhalt,-5.1
1901,1,Thueringen,-6.06
1901,1,Deutschland,-3.73
1902,1,Brandenburg/Berlin,3.62
1902,1,Brandenburg,3.61
1902,1,Baden-Wuerttemberg,1.81
1902,1,Bayern,1.31
1902,1,Hessen,2.75
1902,1,Mecklenburg-Vorpommern,3.2800000000000002
1902,1,Niedersachsen,3.77
1902,1,Niedersachsen/Hamburg/Bremen,3.7800000000000002
1902,1,Nordrhein-Westfalen,3.59
1902,1,Rheinland-Pfalz,2.75
1902,1,Schleswig-Holstein,3.53
1902,1,Saarland,2.64
1902,1,Sachsen,2.84
1902,1,Sachsen-Anhalt,3.56
1902,1,Thueringen/Sachsen-Anhalt,3.04
1902,1,Thueringen,2.38
1902,1,Deutschland,2.7600000000000002
1903,1,Brandenburg/Berlin,0.43000000000000005
1903,1,Brandenburg,0.42000000000000004
1903,1,Baden-Wuerttemberg,-0.03
1903,1,Bayern,-1.47
1903,1,Hessen,0.53
1903,1,Mecklenburg-Vorpommern,0.1
1903,1,Niedersachsen,1.56
1903,1,Niedersachsen/Hamburg/Bremen,1.56
1903,1,Nordrhein-Westfalen,2.11
1903,1,Rheinland-Pfalz,0.91
1903,1,Schleswig-Holstein,0.76
1903,1,Saarland,1.23
1903,1,Sachsen,0.24000000000000002
1903,1,Sachsen-Anhalt,0.7799999999999999
1903,1,Thueringen/Sachsen-Anhalt,0.36
1903,1,Thueringen,-0.17
1903,1,Deutschland,0.33999999999999997
1904,1,Brandenburg/Berlin,-0.89
1904,1,Brandenburg,-0.9
1904,1,Baden-Wuerttemberg,-1.92
1904,1,Bayern,-2.7
1904,1,Hessen,-1.76
1904,1,Mecklenburg-Vorpommern,-0.8700000000000001
1904,1,Niedersachsen,-0.09
1904,1,Niedersachsen/Hamburg/Bremen,-0.08
1904,1,Nordrhein-Westfalen,-0.3
1904,1,Rheinland-Pfalz,-1.28
1904,1,Schleswig-Holstein,0.32999999999999996
1904,1,Saarland,-0.8700000000000001
1904,1,Sachsen,-1.51
1904,1,Sachsen-Anhalt,-0.89
1904,1,Thueringen/Sachsen-Anhalt,-1.5
1904,1,Thueringen,-2.27
1904,1,Deutschland,-1.3
1905,1,Brandenburg/Berlin,-1.21
1905,1,Brandenburg,-1.22
1905,1,Baden-Wuerttemberg,-2.79
1905,1,Bayern,-3.8499999999999996
1905,1,Hessen,-1.87
1905,1,Mecklenburg-Vorpommern,-0.8400000000000001
1905,1,Niedersachsen,-0.26
1905,1,Niedersachsen/Hamburg/Bremen,-0.25
1905,1,Nordrhein-Westfalen,-0.06
1905,1,Rheinland-Pfalz,-1.6
1905,1,Schleswig-Holstein,-0.16
1905,1,Saarland,-1.57
1905,1,Sachsen,-2.3299999999999996
1905,1,Sachsen-Anhalt,-1.23
1905,1,Thueringen/Sachsen-Anhalt,-1.9
1905,1,Thueringen,-2.75
1905,1,Deutschland,-1.77
1906,1,Brandenburg/Berlin,1.23
1906,1,Brandenburg,1.22
1906,1,Baden-Wuerttemberg,0.54
1906,1,Bayern,-0.5
1906,1,Hessen,1.1500000000000001
1906,1,Mecklenburg-Vorpommern,1.1300000000000001
1906,1,Niedersachsen,2.19
1906,1,Niedersachsen/Hamburg/Bremen,2.19
1906,1,Nordrhein-Westfalen,2.46
1906,1,Rheinland-Pfalz,1.55
1906,1,Schleswig-Holstein,1.49
1906,1,Saarland,1.78
1906,1,Sachsen,0.52
1906,1,Sachsen-Anhalt,1.59
1906,1,Thueringen/Sachsen-Anhalt,1.05
1906,1,Thueringen,0.36
1906,1,Deutschland,1.03
1907,1,Brandenburg/Berlin,-0.42000000000000004
1907,1,Brandenburg,-0.42000000000000004
1907,1,Baden-Wuerttemberg,-0.91
1907,1,Bayern,-1.5
1907,1,Hessen,-0.1
1907,1,Mecklenburg-Vorpommern,-0.48000000000000004
1907,1,Niedersachsen,0.77
1907,1,Niedersachsen/Hamburg/Bremen,0.77
1907,1,Nordrhein-Westfalen,0.9400000000000001
1907,1,Rheinland-Pfalz,0.12000000000000001
1907,1,Schleswig-Holstein,0.47000000000000003
1907,1,Saarland,0.24000000000000002
1907,1,Sachsen,-1.02
1907,1,Sachsen-Anhalt,0.16
1907,1,Thueringen/Sachsen-Anhalt,-0.29000000000000004
1907,1,Thueringen,-0.8600000000000001
1907,1,Deutschland,-0.32
1908,1,Brandenburg/Berlin,-0.99
1908,1,Brandenburg,-0.99
1908,1,Baden-Wuerttemberg,-3.55
1908,1,Bayern,-4.39
1908,1,Hessen,-2.9899999999999998
1908,1,Mecklenburg-Vorpommern,-0.2
1908,1,Niedersachsen,-0.69
1908,1,Niedersachsen/Hamburg/Bremen,-0.6699999999999999
1908,1,Nordrhein-Westfalen,-1.24
1908,1,Rheinland-Pfalz,-3.08
1908,1,Schleswig-Holstein,0.17
1908,1,Saarland,-2.84
1908,1,Sachsen,-1.93
1908,1,Sachsen-Anhalt,-1.22
1908,1,Thueringen/Sachsen-Anhalt,-1.98
1908,1,Thueringen,-2.9299999999999997
1908,1,Deutschland,-2.2
1909,1,Brandenburg/Berlin,-1.31
1909,1,Brandenburg,-1.32
1909,1,Baden-Wuerttemberg,-2.66
1909,1,Bayern,-3.2
1909,1,Hessen,-1.79
1909,1,Mecklenburg-Vorpommern,-0.93
1909,1,Niedersachsen,-0.46
1909,1,Niedersachsen/Hamburg/Bremen,-0.45
1909,1,Nordrhein-Westfalen,-0.13
1909,1,Rheinland-Pfalz,-1.44
1909,1,Schleswig-Holstein,-0.15000000000000002
1909,1,Saarland,-1.07
1909,1,Sachsen,-2.09
1909,1,Sachsen-Anhalt,-1.25
1909,1,Thueringen/Sachsen-Anhalt,-1.75
1909,1,Thueringen,-2.3899999999999997
1909,1,Deutschland,-1.6400000000000001
1910,1,Brandenburg/Berlin,1.8800000000000001
1910,1,Brandenburg,1.87
1910,1,Baden-Wuerttemberg,0.7
1910,1,Bayern,-0.14
1910,1,Hessen,1.31
1910,1,Mecklenburg-Vorpommern,1.72
1910,1,Niedersachsen,2.53
1910,1,Niedersachsen/Hamburg/Bremen,2.53
1910,1,Nordrhein-Westfalen,2.61
1910,1,Rheinland-Pfalz,1.62
1910,1,Schleswig-Holstein,1.95
1910,1,Saarland,1.78
1910,1,Sachsen,1.21
1910,1,Sachsen-Anhalt,2.15
1910,1,Thueringen/Sachsen-Anhalt,1.6
1910,1,Thueringen,0.9
1910,1,Deutschland,1.4
1911,1,Brandenburg/Berlin,0.24000000000000002
1911,1,Brandenburg,0.22
1911,1,Baden-Wuerttemberg,-2.94
1911,1,Bayern,-3.7800000000000002
1911,1,Hessen,-1.45
1911,1,Mecklenburg-Vorpommern,0.81
1911,1,Niedersachsen,0.89
1911,1,Niedersachsen/Hamburg/Bremen,0.91
1911,1,Nordrhein-Westfalen,0.24000000000000002
1911,1,Rheinland-Pfalz,-1.21
1911,1,Schleswig-Holstein,1.56
1911,1,Saarland,-1.01
1911,1,Sachsen,-1.36
1911,1,Sachsen-Anhalt,0.15000000000000002
1911,1,Thueringen/Sachsen-Anhalt,-0.74
1911,1,Thueringen,-1.86
1911,1,Deutschland,-1.07
1912,1,Brandenburg/Berlin,-3.38
1912,1,Brandenburg,-3.4
1912,1,Baden-Wuerttemberg,0.18
1912,1,Bayern,-1.9
1912,1,Hessen,-0.38
1912,1,Mecklenburg-Vorpommern,-3.4299999999999997
1912,1,Niedersachsen,-1.6300000000000001
1912,1,Niedersachsen/Hamburg/Bremen,-1.6300000000000001
1912,1,Nordrhein-Westfalen,0.8200000000000001
1912,1,Rheinland-Pfalz,0.61
1912,1,Schleswig-Holstein,-2.15
1912,1,Saarland,1.07
1912,1,Sachsen,-2.9299999999999997
1912,1,Sachsen-Anhalt,-2.57
1912,1,Thueringen/Sachsen-Anhalt,-2.4099999999999997
1912,1,Thueringen,-2.2
1912,1,Deutschland,-1.49
1913,1,Brandenburg/Berlin,-0.61
1913,1,Brandenburg,-0.62
1913,1,Baden-Wuerttemberg,0.4
1913,1,Bayern,-1.62
1913,1,Hessen,-0.01
1913,1,Mecklenburg-Vorpommern,-0.63
1913,1,Niedersachsen,0.54
1913,1,Niedersachsen/Hamburg/Bremen,0.54
1913,1,Nordrhein-Westfalen,1.62
1913,1,Rheinland-Pfalz,0.89
1913,1,Schleswig-Holstein,0.06
1913,1,Saarland,1.62
1913,1,Sachsen,-1.1600000000000001
1913,1,Sachsen-Anhalt,-0.2
1913,1,Thueringen/Sachsen-Anhalt,-0.5700000000000001
1913,1,Thueringen,-1.02
1913,1,Deutschland,-0.2
1914,1,Brandenburg/Berlin,-2.3699999999999997
1914,1,Brandenburg,-2.38
1914,1,Baden-Wuerttemberg,-4.319999999999999
1914,1,Bayern,-5.22
1914,1,Hessen,-3.66
1914,1,Mecklenburg-Vorpommern,-0.8700000000000001
1914,1,Niedersachsen,-1.05
1914,1,Niedersachsen/Hamburg/Bremen,-1.02
1914,1,Nordrhein-Westfalen,-1.71
1914,1,Rheinland-Pfalz,-3.27
1914,1,Schleswig-Holstein,0.07
1914,1,Saarland,-3.23
1914,1,Sachsen,-3.8499999999999996
1914,1,Sachsen-Anhalt,-2.54
1914,1,Thueringen/Sachsen-Anhalt,-3.3499999999999996
1914,1,Thueringen,-4.37
1914,1,Deutschland,-2.9899999999999998
1915,1,Brandenburg/Berlin,0.28
1915,1,Brandenburg,0.27
1915,1,Baden-Wuerttemberg,-0.22
1915,1,Bayern,-1.1
1915,1,Hessen,0.37
1915,1,Mecklenburg-Vorpommern,0.09
1915,1,Niedersachsen,1.09
1915,1,Niedersachsen/Hamburg/Bremen,1.09
1915,1,Nordrhein-Westfalen,1.7
1915,1,Rheinland-Pfalz,1.26
1915,1,Schleswig-Holstein,0.71
1915,1,Saarland,1.37
1915,1,Sachsen,-0.24000000000000002
1915,1,Sachsen-Anhalt,0.25
1915,1,Thueringen/Sachsen-Anhalt,-0.17
1915,1,Thueringen,-0.71
1915,1,Deutschland,0.2
1916,1,Brandenburg/Berlin,3.72
1916,1,Brandenburg,3.71
1916,1,Baden-Wuerttemberg,3.68
1916,1,Bayern,2.8299999999999996
1916,1,Hessen,3.8899999999999997
1916,1,Mecklenburg-Vorpommern,3.4499999999999997
1916,1,Niedersachsen,4.45
1916,1,Niedersachsen/Hamburg/Bremen,4.45
1916,1,Nordrhein-Westfalen,4.79
1916,1,Rheinland-Pfalz,4.56
1916,1,Schleswig-Holstein,4.08
1916,1,Saarland,4.81
1916,1,Sachsen,3.23
1916,1,Sachsen-Anhalt,4.01
1916,1,Thueringen/Sachsen-Anhalt,3.59
1916,1,Thueringen,3.05
1916,1,Deutschland,3.7600000000000002
1917,1,Brandenburg/Berlin,-2.74
1917,1,Brandenburg,-2.75
1917,1,Baden-Wuerttemberg,-2.77
1917,1,Bayern,-3.4899999999999998
1917,1,Hessen,-2.29
1917,1,Mecklenburg-Vorpommern,-2.06
1917,1,Niedersachsen,-1.74
1917,1,Niedersachsen/Hamburg/Bremen,-1.72
1917,1,Nordrhein-Westfalen,-1.96
1917,1,Rheinland-Pfalz,-1.8900000000000001
1917,1,Schleswig-Holstein,-1.1300000000000001
1917,1,Saarland,-1.76
1917,1,Sachsen,-3.8
1917,1,Sachsen-Anhalt,-2.88
1917,1,Thueringen/Sachsen-Anhalt,-3.22
1917,1,Thueringen,-3.64
1917,1,Deutschland,-2.59
1918,1,Brandenburg/Berlin,0.65
1918,1,Brandenburg,0.64
1918,1,Baden-Wuerttemberg,0.23
1918,1,Bayern,-0.6799999999999999
1918,1,Hessen,0.7799999999999999
1918,1,Mecklenburg-Vorpommern,0.03
1918,1,Niedersachsen,1.7
1918,1,Niedersachsen/Hamburg/Bremen,1.7
1918,1,Nordrhein-Westfalen,2.36
1918,1,Rheinland-Pfalz,1.11
1918,1,Schleswig-Holstein,0.77
1918,1,Saarland,1.25
1918,1,Sachsen,0.8500000000000001
1918,1,Sachsen-Anhalt,1.22
1918,1,Thueringen/Sachsen-Anhalt,0.9500000000000001
1918,1,Thueringen,0.6
1918,1,Deutschland,0.69
1919,1,Brandenburg/Berlin,0.71
1919,1,Brandenburg,0.7
1919,1,Baden-Wuerttemberg,0.38
1919,1,Bayern,0.17
1919,1,Hessen,0.5700000000000001
1919,1,Mecklenburg-Vorpommern,0.55
1919,1,Niedersachsen,1.09
1919,1,Niedersachsen/Hamburg/Bremen,1.1
1919,1,Nordrhein-Westfalen,1.49
1919,1,Rheinland-Pfalz,1.26
1919,1,Schleswig-Holstein,1.24
1919,1,Saarland,1.43
1919,1,Sachsen,0.32999999999999996
1919,1,Sachsen-Anhalt,0.6599999999999999
1919,1,Thueringen/Sachsen-Anhalt,0.25
1919,1,Thueringen,-0.26
1919,1,Deutschland,0.6699999999999999
1920,1,Brandenburg/Berlin,1.84
1920,1,Brandenburg,1.83
1920,1,Baden-Wuerttemberg,2.52
1920,1,Bayern,1.84
1920,1,Hessen,2.23
1920,1,Mecklenburg-Vorpommern,1.29
1920,1,Niedersachsen,3.05
1920,1,Niedersachsen/Hamburg/Bremen,3.05
1920,1,Nordrhein-Westfalen,3.3499999999999996
